"SITE";"SUBSITE";"PLOT";"YEAR";"SiteSubsitePlot";"SiteSubsitePlotYear";"STATUS";"ValueType";"GFNARROWwalker";"FuncGroup";"SPECIES_NAME";"TREATMENT";"PointsPerPlot";"abs_abund";"abs_cover";"tot_cover_plot";"tot_abund_plot";"rel_cover";"rel_abund"
"QHI";"HE";"1";2017;"QHI:HE:1";"QHI:HE:1:2017";"LIVE";"pf_all_xy";"SDECI";"Shrub";"Salix phlebophylla";"CTL";100;13;8;171;390;4.67836257309941;3.33333333333333
"QHI";"HE";"1";2017;"QHI:HE:1";"QHI:HE:1:2017";"LIVE";"pf_all_xy";"MOSSU";NA;"XXXothermoss";"CTL";100;11;11;NA;NA;NA;NA
"QHI";"HE";"1";2017;"QHI:HE:1";"QHI:HE:1:2017";"LIVE";"pf_all_xy";"FORB";"Forb";"Saussurea angustifolia";"CTL";100;3;3;171;390;1.75438596491228;0.769230769230769
"QHI";"HE";"1";2017;"QHI:HE:1";"QHI:HE:1:2017";"LIVE";"pf_all_xy";"LFRUT";"Lichen";"XXXpeltigera";"CTL";100;3;3;NA;NA;NA;NA
"QHI";"HE";"1";2017;"QHI:HE:1";"QHI:HE:1:2017";"LIVE";"pf_all_xy";"GRAMINOIDU";"Graminoid";"XXXkobresia";"CTL";100;3;3;171;390;1.75438596491228;0.769230769230769
"QHI";"HE";"1";2017;"QHI:HE:1";"QHI:HE:1:2017";"LIVE";"pf_all_xy";"FORB";"Forb";"Stellaria longipes";"CTL";100;1;1;171;390;0.584795321637427;0.256410256410256
"QHI";"HE";"2";2017;"QHI:HE:2";"QHI:HE:2:2017";"LIVE";"pf_all_xy";"RUSH";"Graminoid";"Luzula nivalis";"CTL";100;7;5;152;279;3.28947368421053;2.5089605734767
"QHI";"HE";"2";2017;"QHI:HE:2";"QHI:HE:2:2017";"LIVE";"pf_all_xy";"MOSSU";NA;"XXXothermoss";"CTL";100;37;37;NA;NA;NA;NA
"QHI";"HE";"2";2017;"QHI:HE:2";"QHI:HE:2:2017";"LIVE";"pf_all_xy";"LFRUT";"Lichen";"XXXpeltigera";"CTL";100;7;7;NA;NA;NA;NA
"QHI";"HE";"2";2017;"QHI:HE:2";"QHI:HE:2:2017";"LIVE";"pf_all_xy";"SDECI";"Shrub";"Salix pulchra";"CTL";100;72;39;152;279;25.6578947368421;25.8064516129032
"QHI";"HE";"2";2017;"QHI:HE:2";"QHI:HE:2:2017";"LIVE";"pf_all_xy";"SEDGE";"Graminoid";"XXXcarex";"CTL";100;2;1;152;279;0.657894736842105;0.716845878136201
"QHI";"HE";"2";2017;"QHI:HE:2";"QHI:HE:2:2017";"LITTER";"pf_all_xy";"LITTER";NA;"XXXLITTER";"CTL";100;78;78;NA;NA;NA;NA
"QHI";"HE";"2";2017;"QHI:HE:2";"QHI:HE:2:2017";"LIVE";"pf_all_xy";"LFRUT";"Lichen";"Thamnolia subuliformis";"CTL";100;4;4;NA;NA;NA;NA
"QHI";"HE";"2";2017;"QHI:HE:2";"QHI:HE:2:2017";"LIVE";"pf_all_xy";"SEDGE";"Graminoid";"Eriophorum vaginatum";"CTL";100;140;59;152;279;38.8157894736842;50.179211469534
"QHI";"HE";"2";2017;"QHI:HE:2";"QHI:HE:2:2017";"LIVE";"pf_all_xy";"LFRUT";"Lichen";"Cladonia mitis";"CTL";100;3;3;NA;NA;NA;NA
"QHI";"HE";"2";2017;"QHI:HE:2";"QHI:HE:2:2017";"LIVE";"pf_all_xy";"GRASS";"Graminoid";"Arctagrostis latifolia";"CTL";100;8;8;152;279;5.26315789473684;2.8673835125448
"QHI";"HE";"2";2017;"QHI:HE:2";"QHI:HE:2:2017";"LIVE";"pf_all_xy";"FORB";"Forb";"Saussurea angustifolia";"CTL";100;8;6;152;279;3.94736842105263;2.8673835125448
"QHI";"HE";"2";2017;"QHI:HE:2";"QHI:HE:2:2017";"LIVE";"pf_all_xy";"FORB";"Forb";"Polygonum bistorta";"CTL";100;5;5;152;279;3.28947368421053;1.7921146953405
"QHI";"HE";"2";2017;"QHI:HE:2";"QHI:HE:2:2017";"LIVE";"pf_all_xy";"SEVER";"Shrub";"Dryas integrifolia";"CTL";100;2;2;152;279;1.31578947368421;0.716845878136201
"QHI";"HE";"2";2017;"QHI:HE:2";"QHI:HE:2:2017";"LIVE";"pf_all_xy";"FORB";"Forb";"Pedicularis capitata";"CTL";100;3;2;152;279;1.31578947368421;1.0752688172043
"QHI";"HE";"2";2017;"QHI:HE:2";"QHI:HE:2:2017";"LIVE";"pf_all_xy";"LFRUT";"Lichen";"Nephromopsis cucullata";"CTL";100;4;4;NA;NA;NA;NA
"QHI";"HE";"2";2017;"QHI:HE:2";"QHI:HE:2:2017";"LIVE";"pf_all_xy";"SDECI";"Shrub";"Salix phlebophylla";"CTL";100;3;3;152;279;1.97368421052632;1.0752688172043
"QHI";"HE";"2";2017;"QHI:HE:2";"QHI:HE:2:2017";"LIVE";"pf_all_xy";"SOIL";NA;"XXXbareground";"CTL";100;6;6;NA;NA;NA;NA
"QHI";"HE";"2";2017;"QHI:HE:2";"QHI:HE:2:2017";"LIVE";"pf_all_xy";"FORB";"Forb";"Stellaria longipes";"CTL";100;5;3;152;279;1.97368421052632;1.7921146953405
"QHI";"HE";"2";2017;"QHI:HE:2";"QHI:HE:2:2017";"LIVE";"pf_all_xy";"SDECI";"Shrub";"Salix reticulata";"CTL";100;22;17;152;279;11.1842105263158;7.88530465949821
"QHI";"HE";"2";2017;"QHI:HE:2";"QHI:HE:2:2017";"LIVE";"pf_all_xy";"GRASS";"Graminoid";"Poa arctica";"CTL";100;1;1;152;279;0.657894736842105;0.3584229390681
"QHI";"HE";"2";2017;"QHI:HE:2";"QHI:HE:2:2017";"LIVE";"pf_all_xy";"FORB";"Forb";"Cardamine digitata";"CTL";100;1;1;152;279;0.657894736842105;0.3584229390681
"QHI";"HE";"2";2017;"QHI:HE:2";"QHI:HE:2:2017";"LIVE";"pf_all_xy";"LCRUS";"Lichen";"XXXcrustous";"CTL";100;2;2;NA;NA;NA;NA
"QHI";"HE";"3";2017;"QHI:HE:3";"QHI:HE:3:2017";"LIVE";"pf_all_xy";"GRASS";"Graminoid";"Arctagrostis latifolia";"CTL";100;22;14;160;390;8.75;5.64102564102564
"QHI";"HE";"3";2017;"QHI:HE:3";"QHI:HE:3:2017";"LIVE";"pf_all_xy";"SEDGE";"Graminoid";"Eriophorum angustifolium";"CTL";100;36;18;160;390;11.25;9.23076923076923
"QHI";"HE";"3";2017;"QHI:HE:3";"QHI:HE:3:2017";"LIVE";"pf_all_xy";"SEDGE";"Graminoid";"Eriophorum vaginatum";"CTL";100;244;75;160;390;46.875;62.5641025641026
"QHI";"HE";"3";2017;"QHI:HE:3";"QHI:HE:3:2017";"LIVE";"pf_all_xy";"MOSSU";NA;"XXXothermoss";"CTL";100;20;20;NA;NA;NA;NA
"QHI";"HE";"3";2017;"QHI:HE:3";"QHI:HE:3:2017";"LITTER";"pf_all_xy";"LITTER";NA;"XXXLITTER";"CTL";100;96;96;NA;NA;NA;NA
"QHI";"HE";"3";2017;"QHI:HE:3";"QHI:HE:3:2017";"LIVE";"pf_all_xy";"LFRUT";"Lichen";"Nephromopsis cucullata";"CTL";100;1;1;NA;NA;NA;NA
"QHI";"HE";"3";2017;"QHI:HE:3";"QHI:HE:3:2017";"LIVE";"pf_all_xy";"FORB";"Forb";"Pyrola grandiflora";"CTL";100;17;10;160;390;6.25;4.35897435897436
"QHI";"HE";"3";2017;"QHI:HE:3";"QHI:HE:3:2017";"LIVE";"pf_all_xy";"SDECI";"Shrub";"Salix reticulata";"CTL";100;5;4;160;390;2.5;1.28205128205128
"QHI";"HE";"3";2017;"QHI:HE:3";"QHI:HE:3:2017";"LIVE";"pf_all_xy";"GRASS";"Graminoid";"Poa arctica";"CTL";100;25;12;160;390;7.5;6.41025641025641
"QHI";"HE";"3";2017;"QHI:HE:3";"QHI:HE:3:2017";"LIVE";"pf_all_xy";"LFRUT";"Lichen";"XXXpeltigera";"CTL";100;2;2;NA;NA;NA;NA
"QHI";"HE";"3";2017;"QHI:HE:3";"QHI:HE:3:2017";"LIVE";"pf_all_xy";"FORB";"Forb";"XXXotherforb";"CTL";100;2;2;160;390;1.25;0.512820512820513
"QHI";"HE";"3";2017;"QHI:HE:3";"QHI:HE:3:2017";"LIVE";"pf_all_xy";"SDECI";"Shrub";"Salix pulchra";"CTL";100;34;20;160;390;12.5;8.71794871794872
"QHI";"HE";"3";2017;"QHI:HE:3";"QHI:HE:3:2017";"LIVE";"pf_all_xy";"FORB";"Forb";"Cardamine digitata";"CTL";100;3;3;160;390;1.875;0.769230769230769
"QHI";"HE";"3";2017;"QHI:HE:3";"QHI:HE:3:2017";"LIVE";"pf_all_xy";"LICHENU";"Lichen";"XXXotherlichen";"CTL";100;1;1;NA;NA;NA;NA
"QHI";"HE";"3";2017;"QHI:HE:3";"QHI:HE:3:2017";"LIVE";"pf_all_xy";"FORB";"Forb";"Stellaria longipes";"CTL";100;2;2;160;390;1.25;0.512820512820513
"QHI";"HE";"4";2017;"QHI:HE:4";"QHI:HE:4:2017";"LIVE";"pf_all_xy";"SDECI";"Shrub";"Salix pulchra";"CTL";100;60;36;144;265;25;22.6415094339623
"QHI";"HE";"4";2017;"QHI:HE:4";"QHI:HE:4:2017";"LIVE";"pf_all_xy";"MOSSU";NA;"XXXothermoss";"CTL";100;58;58;NA;NA;NA;NA
"QHI";"HE";"4";2017;"QHI:HE:4";"QHI:HE:4:2017";"LIVE";"pf_all_xy";"SEDGE";"Graminoid";"Eriophorum vaginatum";"CTL";100;106;45;144;265;31.25;40
"QHI";"HE";"4";2017;"QHI:HE:4";"QHI:HE:4:2017";"LIVE";"pf_all_xy";"SEDGE";"Graminoid";"XXXcarex";"CTL";100;52;30;144;265;20.8333333333333;19.622641509434
"QHI";"HE";"4";2017;"QHI:HE:4";"QHI:HE:4:2017";"LITTER";"pf_all_xy";"LITTER";NA;"XXXLITTER";"CTL";100;75;75;NA;NA;NA;NA
"QHI";"HE";"4";2017;"QHI:HE:4";"QHI:HE:4:2017";"LIVE";"pf_all_xy";"GRASS";"Graminoid";"Poa arctica";"CTL";100;16;8;144;265;5.55555555555556;6.0377358490566
"QHI";"HE";"4";2017;"QHI:HE:4";"QHI:HE:4:2017";"LIVE";"pf_all_xy";"FORB";"Forb";"Pedicularis capitata";"CTL";100;1;1;144;265;0.694444444444444;0.377358490566038
"QHI";"HE";"4";2017;"QHI:HE:4";"QHI:HE:4:2017";"LIVE";"pf_all_xy";"LFRUT";"Lichen";"XXXpeltigera";"CTL";100;5;5;NA;NA;NA;NA
"QHI";"HE";"4";2017;"QHI:HE:4";"QHI:HE:4:2017";"LIVE";"pf_all_xy";"FORB";"Forb";"Stellaria longipes";"CTL";100;1;1;144;265;0.694444444444444;0.377358490566038
"QHI";"HE";"4";2017;"QHI:HE:4";"QHI:HE:4:2017";"LIVE";"pf_all_xy";"GRASS";"Graminoid";"Arctagrostis latifolia";"CTL";100;2;2;144;265;1.38888888888889;0.754716981132076
"QHI";"HE";"4";2017;"QHI:HE:4";"QHI:HE:4:2017";"LIVE";"pf_all_xy";"SDECI";"Shrub";"Salix reticulata";"CTL";100;11;8;144;265;5.55555555555556;4.15094339622642
"QHI";"HE";"4";2017;"QHI:HE:4";"QHI:HE:4:2017";"LIVE";"pf_all_xy";"SEVER";"Shrub";"Dryas integrifolia";"CTL";100;12;9;144;265;6.25;4.52830188679245
"QHI";"HE";"4";2017;"QHI:HE:4";"QHI:HE:4:2017";"LIVE";"pf_all_xy";"LFRUT";"Lichen";"Nephromopsis cucullata";"CTL";100;5;5;NA;NA;NA;NA
"QHI";"HE";"4";2017;"QHI:HE:4";"QHI:HE:4:2017";"LIVE";"pf_all_xy";"SEDGE";"Graminoid";"Eriophorum angustifolium";"CTL";100;1;1;144;265;0.694444444444444;0.377358490566038
"QHI";"HE";"4";2017;"QHI:HE:4";"QHI:HE:4:2017";"LIVE";"pf_all_xy";"FORB";"Forb";"XXXotherforb";"CTL";100;1;1;144;265;0.694444444444444;0.377358490566038
"QHI";"HE";"4";2017;"QHI:HE:4";"QHI:HE:4:2017";"LIVE";"pf_all_xy";"FORB";"Forb";"Polygonum bistorta";"CTL";100;2;2;144;265;1.38888888888889;0.754716981132076
"QHI";"HE";"4";2017;"QHI:HE:4";"QHI:HE:4:2017";"LIVE";"pf_all_xy";"LFRUT";"Lichen";"Thamnolia subuliformis";"CTL";100;1;1;NA;NA;NA;NA
"QHI";"HE";"5";2017;"QHI:HE:5";"QHI:HE:5:2017";"LIVE";"pf_all_xy";"SEDGE";"Graminoid";"Eriophorum vaginatum";"CTL";100;199;76;163;327;46.6257668711656;60.8562691131498
"QHI";"HE";"5";2017;"QHI:HE:5";"QHI:HE:5:2017";"LIVE";"pf_all_xy";"SDECI";"Shrub";"Salix pulchra";"CTL";100;50;30;163;327;18.4049079754601;15.2905198776758
"QHI";"HE";"5";2017;"QHI:HE:5";"QHI:HE:5:2017";"LITTER";"pf_all_xy";"LITTER";NA;"XXXLITTER";"CTL";100;81;80;NA;NA;NA;NA
"QHI";"HE";"5";2017;"QHI:HE:5";"QHI:HE:5:2017";"LIVE";"pf_all_xy";"FORB";"Forb";"Stellaria longipes";"CTL";100;2;2;163;327;1.22699386503067;0.611620795107034
"QHI";"HE";"5";2017;"QHI:HE:5";"QHI:HE:5:2017";"LIVE";"pf_all_xy";"MOSSU";NA;"XXXothermoss";"CTL";100;34;34;NA;NA;NA;NA
"QHI";"HE";"5";2017;"QHI:HE:5";"QHI:HE:5:2017";"LIVE";"pf_all_xy";"SDECI";"Shrub";"Salix reticulata";"CTL";100;6;5;163;327;3.06748466257669;1.8348623853211
"QHI";"HE";"5";2017;"QHI:HE:5";"QHI:HE:5:2017";"LIVE";"pf_all_xy";"SEDGE";"Graminoid";"XXXcarex";"CTL";100;24;15;163;327;9.20245398773006;7.3394495412844
"QHI";"HE";"5";2017;"QHI:HE:5";"QHI:HE:5:2017";"LIVE";"pf_all_xy";"LFRUT";"Lichen";"XXXpeltigera";"CTL";100;7;7;NA;NA;NA;NA
"QHI";"HE";"5";2017;"QHI:HE:5";"QHI:HE:5:2017";"LIVE";"pf_all_xy";"SDECI";"Shrub";"Salix phlebophylla";"CTL";100;17;10;163;327;6.13496932515337;5.19877675840979
"QHI";"HE";"5";2017;"QHI:HE:5";"QHI:HE:5:2017";"LIVE";"pf_all_xy";"GRAMINOIDU";"Graminoid";"XXXkobresia";"CTL";100;1;1;163;327;0.613496932515337;0.305810397553517
"QHI";"HE";"5";2017;"QHI:HE:5";"QHI:HE:5:2017";"LIVE";"pf_all_xy";"GRAMINOIDU";"Graminoid";"XXXothergram";"CTL";100;1;1;163;327;0.613496932515337;0.305810397553517
"QHI";"HE";"5";2017;"QHI:HE:5";"QHI:HE:5:2017";"LIVE";"pf_all_xy";"SEVER";"Shrub";"Dryas integrifolia";"CTL";100;7;5;163;327;3.06748466257669;2.14067278287462
"QHI";"HE";"5";2017;"QHI:HE:5";"QHI:HE:5:2017";"LIVE";"pf_all_xy";"GRASS";"Graminoid";"Poa arctica";"CTL";100;5;4;163;327;2.45398773006135;1.52905198776758
"QHI";"HE";"5";2017;"QHI:HE:5";"QHI:HE:5:2017";"LIVE";"pf_all_xy";"GRASS";"Graminoid";"Arctagrostis latifolia";"CTL";100;9;8;163;327;4.9079754601227;2.75229357798165
"QHI";"HE";"5";2017;"QHI:HE:5";"QHI:HE:5:2017";"LIVE";"pf_all_xy";"FORB";"Forb";"Saussurea angustifolia";"CTL";100;1;1;163;327;0.613496932515337;0.305810397553517
"QHI";"HE";"5";2017;"QHI:HE:5";"QHI:HE:5:2017";"LIVE";"pf_all_xy";"FORB";"Forb";"Micranthes nelsoniana";"CTL";100;1;1;163;327;0.613496932515337;0.305810397553517
"QHI";"HE";"5";2017;"QHI:HE:5";"QHI:HE:5:2017";"LIVE";"pf_all_xy";"FORB";"Forb";"Polygonum bistorta";"CTL";100;1;1;163;327;0.613496932515337;0.305810397553517
"QHI";"HE";"5";2017;"QHI:HE:5";"QHI:HE:5:2017";"LIVE";"pf_all_xy";"LIVERU";"Lichen";"XXXliverwort";"CTL";100;2;2;NA;NA;NA;NA
"QHI";"HE";"5";2017;"QHI:HE:5";"QHI:HE:5:2017";"LIVE";"pf_all_xy";"FORB";"Forb";"Cardamine digitata";"CTL";100;2;2;163;327;1.22699386503067;0.611620795107034
"QHI";"HE";"5";2017;"QHI:HE:5";"QHI:HE:5:2017";"LIVE";"pf_all_xy";"FORB";"Forb";"Tephroseris integrifolia";"CTL";100;1;1;163;327;0.613496932515337;0.305810397553517
"QHI";"HE";"6";2017;"QHI:HE:6";"QHI:HE:6:2017";"LIVE";"pf_all_xy";"SDECI";"Shrub";"Salix pulchra";"CTL";100;59;37;140;262;26.4285714285714;22.5190839694656
"QHI";"HE";"6";2017;"QHI:HE:6";"QHI:HE:6:2017";"LIVE";"pf_all_xy";"MOSSU";NA;"XXXothermoss";"CTL";100;64;64;NA;NA;NA;NA
"QHI";"HE";"6";2017;"QHI:HE:6";"QHI:HE:6:2017";"LIVE";"pf_all_xy";"SEDGE";"Graminoid";"XXXcarex";"CTL";100;39;24;140;262;17.1428571428571;14.8854961832061
"QHI";"HE";"6";2017;"QHI:HE:6";"QHI:HE:6:2017";"LIVE";"pf_all_xy";"SEDGE";"Graminoid";"Eriophorum vaginatum";"CTL";100;124;52;140;262;37.1428571428571;47.3282442748092
"QHI";"HE";"6";2017;"QHI:HE:6";"QHI:HE:6:2017";"LITTER";"pf_all_xy";"LITTER";NA;"XXXLITTER";"CTL";100;64;64;NA;NA;NA;NA
"QHI";"HE";"6";2017;"QHI:HE:6";"QHI:HE:6:2017";"LIVE";"pf_all_xy";"FORB";"Forb";"Pyrola grandiflora";"CTL";100;3;3;140;262;2.14285714285714;1.14503816793893
"QHI";"HE";"6";2017;"QHI:HE:6";"QHI:HE:6:2017";"LIVE";"pf_all_xy";"GRASS";"Graminoid";"Poa arctica";"CTL";100;9;3;140;262;2.14285714285714;3.43511450381679
"QHI";"HE";"6";2017;"QHI:HE:6";"QHI:HE:6:2017";"LIVE";"pf_all_xy";"LFRUT";"Lichen";"Lagotis glauca";"CTL";100;3;3;NA;NA;NA;NA
"QHI";"HE";"6";2017;"QHI:HE:6";"QHI:HE:6:2017";"LIVE";"pf_all_xy";"LFRUT";"Lichen";"XXXpeltigera";"CTL";100;9;9;NA;NA;NA;NA
"QHI";"HE";"6";2017;"QHI:HE:6";"QHI:HE:6:2017";"LIVE";"pf_all_xy";"WATER";NA;"XXXstandingwater";"CTL";100;4;4;NA;NA;NA;NA
"QHI";"HE";"6";2017;"QHI:HE:6";"QHI:HE:6:2017";"LIVE";"pf_all_xy";"GRASS";"Graminoid";"Arctagrostis latifolia";"CTL";100;14;11;140;262;7.85714285714286;5.34351145038168
"QHI";"HE";"6";2017;"QHI:HE:6";"QHI:HE:6:2017";"LIVE";"pf_all_xy";"FORB";"Forb";"Valeriana capitata";"CTL";100;1;1;140;262;0.714285714285714;0.381679389312977
"QHI";"HE";"6";2017;"QHI:HE:6";"QHI:HE:6:2017";"LIVE";"pf_all_xy";"FORB";"Forb";"Polygonum bistorta";"CTL";100;6;4;140;262;2.85714285714286;2.29007633587786
"QHI";"HE";"6";2017;"QHI:HE:6";"QHI:HE:6:2017";"LIVE";"pf_all_xy";"SEDGE";"Graminoid";"Eriophorum angustifolium";"CTL";100;1;1;140;262;0.714285714285714;0.381679389312977
"QHI";"HE";"6";2017;"QHI:HE:6";"QHI:HE:6:2017";"LIVE";"pf_all_xy";"FORB";"Forb";"Pedicularis verticillata";"CTL";100;3;2;140;262;1.42857142857143;1.14503816793893
"QHI";"HE";"6";2017;"QHI:HE:6";"QHI:HE:6:2017";"LIVE";"pf_all_xy";"FORB";"Forb";"Cardamine digitata";"CTL";100;1;1;140;262;0.714285714285714;0.381679389312977
"QHI";"HE";"6";2017;"QHI:HE:6";"QHI:HE:6:2017";"LIVE";"pf_all_xy";"SDECI";"Shrub";"Salix phlebophylla";"CTL";100;2;1;140;262;0.714285714285714;0.763358778625954
"QHI";"HE";"1";2018;"QHI:HE:1";"QHI:HE:1:2018";"LIVE";"pf_all_xy";"SEDGE";"Graminoid";"Eriophorum vaginatum";"CTL";100;183;78;153;287;50.9803921568627;63.7630662020906
"QHI";"HE";"1";2018;"QHI:HE:1";"QHI:HE:1:2018";"LIVE";"pf_all_xy";"MOSSU";NA;"XXXothermoss";"CTL";100;26;26;NA;NA;NA;NA
"QHI";"HE";"1";2018;"QHI:HE:1";"QHI:HE:1:2018";"LIVE";"pf_all_xy";"GRASS";"Graminoid";"Anthoxanthum monticola";"CTL";100;2;2;153;287;1.30718954248366;0.696864111498258
"QHI";"HE";"1";2018;"QHI:HE:1";"QHI:HE:1:2018";"LIVE";"pf_all_xy";"GRASS";"Graminoid";"Arctagrostis latifolia";"CTL";100;11;10;153;287;6.5359477124183;3.83275261324042
"QHI";"HE";"1";2018;"QHI:HE:1";"QHI:HE:1:2018";"LIVE";"pf_all_xy";"SDECI";"Shrub";"Salix pulchra";"CTL";100;59;32;153;287;20.9150326797386;20.5574912891986
"QHI";"HE";"1";2018;"QHI:HE:1";"QHI:HE:1:2018";"LIVE";"pf_all_xy";"SDECI";"Shrub";"Salix reticulata";"CTL";100;10;10;153;287;6.5359477124183;3.48432055749129
"QHI";"HE";"1";2018;"QHI:HE:1";"QHI:HE:1:2018";"LIVE";"pf_all_xy";"SOIL";NA;"XXXbareground";"CTL";100;2;2;NA;NA;NA;NA
"QHI";"HE";"1";2018;"QHI:HE:1";"QHI:HE:1:2018";"LIVE";"pf_all_xy";"SDECI";"Shrub";"Salix phlebophylla";"CTL";100;7;6;153;287;3.92156862745098;2.4390243902439
"QHI";"HE";"1";2018;"QHI:HE:1";"QHI:HE:1:2018";"LIVE";"pf_all_xy";"SEDGE";"Graminoid";"XXXcarex";"CTL";100;1;1;153;287;0.65359477124183;0.348432055749129
"QHI";"HE";"1";2018;"QHI:HE:1";"QHI:HE:1:2018";"LIVE";"pf_all_xy";"DUNG";NA;"XXXDUNG";"CTL";100;1;1;NA;NA;NA;NA
"QHI";"HE";"1";2018;"QHI:HE:1";"QHI:HE:1:2018";"LIVE";"pf_all_xy";"GRASS";"Graminoid";"Poa arctica";"CTL";100;5;5;153;287;3.26797385620915;1.74216027874564
"QHI";"HE";"1";2018;"QHI:HE:1";"QHI:HE:1:2018";"LITTER";"pf_all_xy";"LITTER";NA;"XXXLITTER";"CTL";100;59;59;NA;NA;NA;NA
"QHI";"HE";"1";2018;"QHI:HE:1";"QHI:HE:1:2018";"LIVE";"pf_all_xy";"FORB";"Forb";"Pedicularis capitata";"CTL";100;3;3;153;287;1.96078431372549;1.04529616724739
"QHI";"HE";"1";2018;"QHI:HE:1";"QHI:HE:1:2018";"LIVE";"pf_all_xy";"FORB";"Forb";"Polygonum bistorta";"CTL";100;4;4;153;287;2.61437908496732;1.39372822299652
"QHI";"HE";"1";2018;"QHI:HE:1";"QHI:HE:1:2018";"LIVE";"pf_all_xy";"FORB";"Forb";"Saussurea angustifolia";"CTL";100;2;2;153;287;1.30718954248366;0.696864111498258
"QHI";"HE";"1";2018;"QHI:HE:1";"QHI:HE:1:2018";"LIVE";"pf_all_xy";"LFRUT";"Lichen";"XXXpeltigera";"CTL";100;1;1;NA;NA;NA;NA
"QHI";"HE";"1";2018;"QHI:HE:1";"QHI:HE:1:2018";"LIVE";"pf_all_xy";"LFRUT";"Lichen";"Nephromopsis cucullata";"CTL";100;1;1;NA;NA;NA;NA
"QHI";"HE";"2";2018;"QHI:HE:2";"QHI:HE:2:2018";"LIVE";"pf_all_xy";"SDECI";"Shrub";"Salix pulchra";"CTL";100;NA;37;163;NA;22.6993865030675;NA
"QHI";"HE";"2";2018;"QHI:HE:2";"QHI:HE:2:2018";"LITTER";"pf_all_xy";"LITTER";NA;"XXXLITTER";"CTL";100;80;80;NA;NA;NA;NA
"QHI";"HE";"2";2018;"QHI:HE:2";"QHI:HE:2:2018";"LIVE";"pf_all_xy";"LFRUT";"Lichen";"Alectoria ochroleuca";"CTL";100;1;1;NA;NA;NA;NA
"QHI";"HE";"2";2018;"QHI:HE:2";"QHI:HE:2:2018";"LIVE";"pf_all_xy";"SEDGE";"Graminoid";"Eriophorum vaginatum";"CTL";100;136;59;163;NA;36.1963190184049;NA
"QHI";"HE";"2";2018;"QHI:HE:2";"QHI:HE:2:2018";"LIVE";"pf_all_xy";"GRASS";"Graminoid";"Poa arctica";"CTL";100;8;6;163;NA;3.68098159509202;NA
"QHI";"HE";"2";2018;"QHI:HE:2";"QHI:HE:2:2018";"LIVE";"pf_all_xy";"DUNG";NA;"XXXDUNG";"CTL";100;1;1;NA;NA;NA;NA
"QHI";"HE";"2";2018;"QHI:HE:2";"QHI:HE:2:2018";"LIVE";"pf_all_xy";"FORB";"Forb";"Stellaria longipes";"CTL";100;3;2;163;NA;1.22699386503067;NA
"QHI";"HE";"2";2018;"QHI:HE:2";"QHI:HE:2:2018";"LIVE";"pf_all_xy";"FORB";"Forb";"Polygonum bistorta";"CTL";100;5;5;163;NA;3.06748466257669;NA
"QHI";"HE";"2";2018;"QHI:HE:2";"QHI:HE:2:2018";"LIVE";"pf_all_xy";"MOSSU";NA;"XXXothermoss";"CTL";100;17;17;NA;NA;NA;NA
"QHI";"HE";"2";2018;"QHI:HE:2";"QHI:HE:2:2018";"LIVE";"pf_all_xy";"SEVER";"Shrub";"Dryas integrifolia";"CTL";100;5;4;163;NA;2.45398773006135;NA
"QHI";"HE";"2";2018;"QHI:HE:2";"QHI:HE:2:2018";"LIVE";"pf_all_xy";"LFRUT";"Lichen";"Nephromopsis cucullata";"CTL";100;2;2;NA;NA;NA;NA
"QHI";"HE";"2";2018;"QHI:HE:2";"QHI:HE:2:2018";"LIVE";"pf_all_xy";"GRASS";"Graminoid";"Arctagrostis latifolia";"CTL";100;9;9;163;NA;5.52147239263804;NA
"QHI";"HE";"2";2018;"QHI:HE:2";"QHI:HE:2:2018";"LIVE";"pf_all_xy";"FORB";"Forb";"Bistorta vivipara";"CTL";100;4;3;163;NA;1.84049079754601;NA
"QHI";"HE";"2";2018;"QHI:HE:2";"QHI:HE:2:2018";"LIVE";"pf_all_xy";"FORB";"Forb";"XXXotherforb";"CTL";100;2;2;163;NA;1.22699386503067;NA
"QHI";"HE";"2";2018;"QHI:HE:2";"QHI:HE:2:2018";"LIVE";"pf_all_xy";"SOIL";NA;"XXXbareground";"CTL";100;6;6;NA;NA;NA;NA
"QHI";"HE";"2";2018;"QHI:HE:2";"QHI:HE:2:2018";"LIVE";"pf_all_xy";"FORB";"Forb";"Astragalus umbellatus";"CTL";100;1;1;163;NA;0.613496932515337;NA
"QHI";"HE";"2";2018;"QHI:HE:2";"QHI:HE:2:2018";"LIVE";"pf_all_xy";"RUSH";"Graminoid";"Luzula nivalis";"CTL";100;9;6;163;NA;3.68098159509202;NA
"QHI";"HE";"2";2018;"QHI:HE:2";"QHI:HE:2:2018";"LIVE";"pf_all_xy";"SDECI";"Shrub";"Salix reticulata";"CTL";100;27;19;163;NA;11.6564417177914;NA
"QHI";"HE";"2";2018;"QHI:HE:2";"QHI:HE:2:2018";"LIVE";"pf_all_xy";"FORB";"Forb";"Saussurea angustifolia";"CTL";100;5;4;163;NA;2.45398773006135;NA
"QHI";"HE";"2";2018;"QHI:HE:2";"QHI:HE:2:2018";"LIVE";"pf_all_xy";"LFRUT";"Lichen";"Thamnolia subuliformis";"CTL";100;2;2;NA;NA;NA;NA
